id,category,brand,model,title,description,price,discount,stock,rating,review_count,color,warranty,features,tags
60,لوازم حیوانات,فارنام,ظرف آب خودکار ویژه,فارنام ظرف آب خودکار ویژه - متنوع,محصول فارنام مدل ظرف آب خودکار ویژه با ویژگی‌های دانه‌بندی ریز | ویتامین‌های ضروری | بدون گلوتن. بهترین انتخاب در دسته لوازم حیوانات.,835000,10,20,4.2,3343,متنوع,۳۶ ماه گارانتی,دانه‌بندی ریز | ویتامین‌های ضروری | بدون گلوتن | برای همه نژادها,سلامت، غذا، گربه، سگ
61,مکمل ورزشی,مکس‌لر,پیش تمرین (2024),مکس‌لر پیش تمرین (2024) - متنوع,پیشنهاد ویژه: مکس‌لر پیش تمرین (2024). طعم شکلات | بدون شکر افزوده | انحلال سریع. ارسال سریع.,4585000,10,150,3.4,2219,متنوع,۶ ماه گارانتی,طعم شکلات | بدون شکر افزوده | انحلال سریع | مناسب گیاهخوار,مکمل، سلامت، پروتئین، کراتین
62,قهوه‌ساز,ندسپرسو,42619 Lite,ندسپرسو 42619 Lite - قرمز,ندسپرسو 42619 Lite - فشار ۱۵ بار | دماسنج دقیق | تهیه دو فنجان همزمان. مناسب برای کاربران قهوه‌ساز.,21735000,0,15,4.2,3173,قرمز,۱۸ ماه گارانتی,فشار ۱۵ بار | دماسنج دقیق | تهیه دو فنجان همزمان | ظرفیت مخزن ۱.۸ لیتر,خانگی، قهوه‌ساز، باریستا، اسپرسو
63,هدفون,جی‌بی‌ال,Tune 750BT Max,جی‌بی‌ال Tune 750BT Max - سفید,Tune 750BT Max از برند معتبر جی‌بی‌ال. حذف نویز فعال ANC | باتری ۳۰ ساعته | صدای Hi-Fi. کیفیت تضمینی.,6355000,0,0,2.8,1472,سفید,۱۸ ماه گارانتی,حذف نویز فعال ANC | باتری ۳۰ ساعته | صدای Hi-Fi | تاشو,بی‌سیم، بازی، هدفون، ANC
64,دوچرخه,اسپشیالایزد,Thunder SE,اسپشیالایزد Thunder SE - سبز,پیشنهاد ویژه: اسپشیالایزد Thunder SE. چرخ ۲۷.۵ اینچ | ترمز دیسک هیدرولیک | دنده ۲۱ سرعته. ارسال سریع.,27680000,10,0,4.1,2486,سبز,۱۲ ماه گارانتی,چرخ ۲۷.۵ اینچ | ترمز دیسک هیدرولیک | دنده ۲۱ سرعته | زین راحت,دوچرخه، ورزش، شهری، کوهستان
65,کتاب,انتشارات ققنوس,کتاب علمی Max,انتشارات ققنوس کتاب علمی Max - متنوع,محصول انتشارات ققنوس مدل کتاب علمی Max با ویژگی‌های ترجمه تخصصی | ۳۵۰ صفحه | قطع وزیری. بهترین انتخاب در دسته کتاب.,730000,0,20,2.5,2846,متنوع,۱۲ ماه گارانتی,ترجمه تخصصی | ۳۵۰ صفحه | قطع وزیری | کاغذ کرم,ادبیات، آموزش، رمان، کتاب
66,کتاب,انتشارات نشر نو,تاریخ Max,انتشارات نشر نو تاریخ Max - متنوع,محصول انتشارات نشر نو مدل تاریخ Max با ویژگی‌های ویرایش دوم | نمایه جامع | کاغذ کرم. بهترین انتخاب در دسته کتاب.,325000,10,20,2.7,1642,متنوع,۶ ماه گارانتی,ویرایش دوم | نمایه جامع | کاغذ کرم | تصویرسازی رنگی,مطالعه، کتاب، ادبیات، علمی
67,موبایل,اپل,Nova 11 Lite,اپل Nova 11 Lite - مشکی,محصول اپل مدل Nova 11 Lite با ویژگی‌های 5G | دوربین ۱۰۸ مگاپیکسل | پردازنده Snapdragon 8 Gen2. بهترین انتخاب در دسته موبایل.,43990000,5,0,2.7,2589,مشکی,۱۲ ماه گارانتی,5G | دوربین ۱۰۸ مگاپیکسل | پردازنده Snapdragon 8 Gen2 | حافظه داخلی ۲۵۶ گیگ,گوشی، موبایل، 5G، هوشمند
68,لوازم آرایشی,مک,ریمل SE,مک ریمل SE - متنوع,محصول مک مدل ریمل SE با ویژگی‌های SPF 30 | ماندگاری ۲۴ ساعته | بدون پارابن. بهترین انتخاب در دسته لوازم آرایشی.,955000,0,50,3.2,2014,متنوع,۱۲ ماه گارانتی,SPF 30 | ماندگاری ۲۴ ساعته | بدون پارابن | تست شده توسط چشم‌پزشک,زیبایی، زنانه، بهداشتی، ضدآب
69,تجهیزات کمپینگ,نورث فیس,چراغ هوشمند Plus,نورث فیس چراغ هوشمند Plus - سبز,نورث فیس چراغ هوشمند Plus - مقاوم در برابر باد ۶۰ کیلومتر | ضدآب ۳۰۰۰mm | تنفس‌پذیر GoreTex. مناسب برای کاربران تجهیزات کمپینگ.,4265000,0,20,3.6,2590,سبز,۶ ماه گارانتی,مقاوم در برابر باد ۶۰ کیلومتر | ضدآب ۳۰۰۰mm | تنفس‌پذیر GoreTex | ستون آلومینیومی,طبیعت‌گردی، کمپینگ، ماجراجویی، ورزش
70,ماوس,بنکیو,Arc Mouse (نسخه جدید),بنکیو Arc Mouse (نسخه جدید) - مشکی,بنکیو Arc Mouse (نسخه جدید) - RGB | اتصال بی‌سیم ۲.۴GHz | باتری ۷۰ ساعته. مناسب برای کاربران ماوس.,2025000,5,5,4.4,3094,مشکی,بدون گارانتی,RGB | اتصال بی‌سیم ۲.۴GHz | باتری ۷۰ ساعته | کلیک‌های خاموش,گیمینگ، ارگونومیک، اداری، ماوس
71,یخچال,سامسونگ,KGN56AIE0N,سامسونگ KGN56AIE0N - مشکی,محصول سامسونگ مدل KGN56AIE0N با ویژگی‌های قفسه‌های قابل تنظیم | فریزر پایین | جداسازی رطوبت. بهترین انتخاب در دسته یخچال.,21440000,5,15,3.2,3348,مشکی,۳۶ ماه گارانتی,قفسه‌های قابل تنظیم | فریزر پایین | جداسازی رطوبت | No Frost بدون برفک,یخچال، لوازم خانگی، No Frost، اینورتر
72,لوازم آرایشی,ناکس,رژلب (2024),ناکس رژلب (2024) - متنوع,رژلب (2024) از برند معتبر ناکس. مناسب پوست حساس | ماندگاری ۲۴ ساعته | فرمول ضدآب. کیفیت تضمینی.,1880000,10,0,3.2,2174,متنوع,۳۶ ماه گارانتی,مناسب پوست حساس | ماندگاری ۲۴ ساعته | فرمول ضدآب | پوشش کامل,آرایشی، بهداشتی، زیبایی، زنانه
73,کیبورد,کورسیر,BlackWidow V3 Pro,کورسیر BlackWidow V3 Pro - مشکی,محصول کورسیر مدل BlackWidow V3 Pro با ویژگی‌های پروفایل قابل تنظیم | کلیدهای ماکرو | سوئیچ مکانیکی Cherry MX. بهترین انتخاب در دسته کیبورد.,1630000,0,200,2.6,2453,مشکی,۳۶ ماه گارانتی,پروفایل قابل تنظیم | کلیدهای ماکرو | سوئیچ مکانیکی Cherry MX | روشنایی RGB,RGB، کیبورد، گیمینگ، مکانیکال
74,جاروبرقی,بوش,IR200,بوش IR200 - مشکی,محصول بوش مدل IR200 با ویژگی‌های وزن ۳ کیلو | قدرت مکش ۲۳۰ Air Watt | موتور دیجیتال ۷۵۰۰۰ rpm. بهترین انتخاب در دسته جاروبرقی.,17925000,0,10,4.0,2599,مشکی,بدون گارانتی,وزن ۳ کیلو | قدرت مکش ۲۳۰ Air Watt | موتور دیجیتال ۷۵۰۰۰ rpm | دسته قابل تنظیم,لوازم خانگی، نظافت، شارژی، بدون کیسه
75,قهوه‌ساز,دلونگی,Vertuo Next Lite,دلونگی Vertuo Next Lite - نقره‌ای,محصول دلونگی مدل Vertuo Next Lite با ویژگی‌های حرارت سریع ۴۰ ثانیه | کف‌ساز بخار | برنامه‌ریزی زمانی. بهترین انتخاب در دسته قهوه‌ساز.,25955000,30,150,3.7,2304,نقره‌ای,۳۶ ماه گارانتی,حرارت سریع ۴۰ ثانیه | کف‌ساز بخار | برنامه‌ریزی زمانی | تهیه دو فنجان همزمان,قهوه‌ساز، باریستا، کافه، اسپرسو
76,پوشاک مردانه,کالباندی,شلوار ورزشی (نسخه جدید),کالباندی شلوار ورزشی (نسخه جدید) - مشکی,شلوار ورزشی (نسخه جدید) از برند معتبر کالباندی. جیب دار | تنفس‌پذیر | ضدچروک. کیفیت تضمینی.,1990000,30,30,3.1,2360,مشکی,۶ ماه گارانتی,جیب دار | تنفس‌پذیر | ضدچروک | دوخت محکم,مد، مردانه، کژوال، ورزشی
77,کفش,ریبوک,Classic Leather (نسخه جدید),ریبوک Classic Leather (نسخه جدید) - آبی,Classic Leather (نسخه جدید) از برند معتبر ریبوک. قابل شستشو | تکنولوژی Air Cushion | کفی ارتوپدی. کیفیت تضمینی.,1805000,0,200,4.4,2982,آبی,۶ ماه گارانتی,قابل شستشو | تکنولوژی Air Cushion | کفی ارتوپدی | پنجه پهن,رسمی، کفش، کوهنوردی، اسپورت
78,لوازم آرایشی,لنکوم,خط چشم (2024),لنکوم خط چشم (2024) - متنوع,پیشنهاد ویژه: لنکوم خط چشم (2024). پوشش کامل | SPF 30 | مناسب پوست حساس. ارسال سریع.,705000,30,200,2.7,856,متنوع,۲۴ ماه گارانتی,پوشش کامل | SPF 30 | مناسب پوست حساس | تست شده توسط چشم‌پزشک,ضدآب، زیبایی، آرایشی، بهداشتی
79,ماوس,لاجیتک,MX Master 3S (نسخه جدید),لاجیتک MX Master 3S (نسخه جدید) - خاکستری,MX Master 3S (نسخه جدید) از برند معتبر لاجیتک. اسکرول سریع | سنسور ۲۵۶۰۰ DPI | RGB. کیفیت تضمینی.,4745000,10,0,3.8,2863,خاکستری,۳۶ ماه گارانتی,اسکرول سریع | سنسور ۲۵۶۰۰ DPI | RGB | دکمه‌های قابل برنامه‌ریزی,اداری، گیمینگ، ماوس، بی‌سیم
80,ساعت هوشمند,اپل,Apple Watch Series 9 Max,اپل Apple Watch Series 9 Max - مشکی,محصول اپل مدل Apple Watch Series 9 Max با ویژگی‌های مانیتور خواب | مقاومت در برابر آب | اکسیژن خون SpO2. بهترین انتخاب در دسته ساعت هوشمند.,9695000,25,50,3.9,3251,مشکی,۱۸ ماه گارانتی,مانیتور خواب | مقاومت در برابر آب | اکسیژن خون SpO2 | تشخیص فعالیت ورزشی,ورزشی، اسمارت‌واچ، ساعت هوشمند، فیتنس
81,هدفون,سامسونگ,ROG Delta Pro,سامسونگ ROG Delta Pro - سفید,محصول سامسونگ مدل ROG Delta Pro با ویژگی‌های حذف نویز فعال ANC | فرکانس پاسخ ۲۰-۲۰۰۰۰ هرتز | تاشو. بهترین انتخاب در دسته هدفون.,13125000,15,100,3.4,1520,سفید,۲۴ ماه گارانتی,حذف نویز فعال ANC | فرکانس پاسخ ۲۰-۲۰۰۰۰ هرتز | تاشو | میکروفون داخلی,استودیو، بازی، هدفون، ANC
82,هندزفری,اپل,Redmi Buds 4 SE,اپل Redmi Buds 4 SE - سفید,Redmi Buds 4 SE از برند معتبر اپل. باتری ۶ ساعته | کیس شارژ | ضدعرق IPX5. کیفیت تضمینی.,1560000,15,0,3.6,1888,سفید,۱۲ ماه گارانتی,باتری ۶ ساعته | کیس شارژ | ضدعرق IPX5 | صدای استریو,TWS، بی‌سیم، مکالمه، ایرپاد
83,پوشاک مردانه,لوی'ز,شلوار جین,لوی'ز شلوار جین - آبی نیلی,شلوار جین از برند معتبر لوی'ز. ضدچروک | رنگ‌ثابت | قابل شستشو در ماشین. کیفیت تضمینی.,835000,5,5,2.8,112,آبی نیلی,۶ ماه گارانتی,ضدچروک | رنگ‌ثابت | قابل شستشو در ماشین | جیب دار,رسمی، مد، مردانه، ورزشی
84,کفش,اسکچرز,Go Walk 6 (2024),اسکچرز Go Walk 6 (2024) - خاکستری,Go Walk 6 (2024) از برند معتبر اسکچرز. زیره لاستیکی ضدلغزش | سایزبندی ۳۶-۴۶ | تکنولوژی Air Cushion. کیفیت تضمینی.,3805000,0,200,2.8,3339,خاکستری,۶ ماه گارانتی,زیره لاستیکی ضدلغزش | سایزبندی ۳۶-۴۶ | تکنولوژی Air Cushion | پنجه پهن,ورزشی، رسمی، اسپورت، کفش
85,مانیتور,ایسوس,UltraSharp U2722D (نسخه جدید),ایسوس UltraSharp U2722D (نسخه جدید) - نقره‌ای,پیشنهاد ویژه: ایسوس UltraSharp U2722D (نسخه جدید). ارتفاع قابل تنظیم | پنل IPS | USB-C Hub. ارسال سریع.,58745000,0,30,3.3,453,نقره‌ای,بدون گارانتی,ارتفاع قابل تنظیم | پنل IPS | USB-C Hub | زمان پاسخ ۱ms,اداری، گیمینگ، مانیتور، 4K
86,قهوه‌ساز,برویل,EP2231/40 ویژه,برویل EP2231/40 ویژه - نقره‌ای,برویل EP2231/40 ویژه - دماسنج دقیق | حرارت سریع ۴۰ ثانیه | کف‌ساز بخار. مناسب برای کاربران قهوه‌ساز.,13650000,10,150,4.3,106,نقره‌ای,۶ ماه گارانتی,دماسنج دقیق | حرارت سریع ۴۰ ثانیه | کف‌ساز بخار | آسیاب داخلی,کافه، خانگی، اسپرسو، قهوه‌ساز
87,هندزفری,سامسونگ,FreeBuds 5i Pro,سامسونگ FreeBuds 5i Pro - بژ,سامسونگ FreeBuds 5i Pro - اتصال بلوتوث ۵.2 | لمسی | باتری ۶ ساعته. مناسب برای کاربران هندزفری.,11190000,15,150,3.4,1490,بژ,۲۴ ماه گارانتی,اتصال بلوتوث ۵.2 | لمسی | باتری ۶ ساعته | صدای استریو,ایرپاد، مکالمه، بی‌سیم، TWS
88,ابزارآلات,فستول,اره گردبر Lite,فستول اره گردبر Lite - قرمز,محصول فستول مدل اره گردبر Lite با ویژگی‌های ضدگرد و غبار | گشتاور ۶۰ نیوتون‌متر | تعویض سریع مته. بهترین انتخاب در دسته ابزارآلات.,620000,5,50,2.8,1141,قرمز,۶ ماه گارانتی,ضدگرد و غبار | گشتاور ۶۰ نیوتون‌متر | تعویض سریع مته | کنترل سرعت,ساختمان، نجاری، ابزار، DIY
89,پوشاک زنانه,منگو,لگینگ ویژه,منگو لگینگ ویژه - سفید,لگینگ ویژه از برند معتبر منگو. سایزبندی XS تا XXL | طراحی مدرن | دارای آستر. کیفیت تضمینی.,4915000,0,20,3.8,1646,سفید,۶ ماه گارانتی,سایزبندی XS تا XXL | طراحی مدرن | دارای آستر | جنس ویسکوز نرم,کژوال، زنانه، رسمی، مد
90,سرخ‌کن,دلمونتی,DL-745 ویژه,دلمونتی DL-745 ویژه - قرمز,محصول دلمونتی مدل DL-745 ویژه با ویژگی‌های سبد قابل شستشو در ماشین | حرارت سریع | کم‌مصرف ۱۴۰۰ وات. بهترین انتخاب در دسته سرخ‌کن.,4945000,20,0,3.0,2695,قرمز,۶ ماه گارانتی,سبد قابل شستشو در ماشین | حرارت سریع | کم‌مصرف ۱۴۰۰ وات | بدون روغن,بدون روغن، هواپز، سرخ‌کن، سالم
91,تجهیزات کمپینگ,نورث فیس,چادر ۴ نفره (2024),نورث فیس چادر ۴ نفره (2024) - سبز,نورث فیس چادر ۴ نفره (2024) - پوشش UV | نصب ۵ دقیقه‌ای | مقاوم در برابر باد ۶۰ کیلومتر. مناسب برای کاربران تجهیزات کمپینگ.,3815000,0,150,2.6,3486,سبز,بدون گارانتی,پوشش UV | نصب ۵ دقیقه‌ای | مقاوم در برابر باد ۶۰ کیلومتر | استرپ کمپرسیون,ماجراجویی، کمپینگ، طبیعت‌گردی، کوهنوردی
